170,きしゅうごじゅうごまんごく,,字,,ローカル役。萬子の清一色で、,3,,
,紀州五十五万石,,,,数字の合計が55のとき成立する役。,,,
171,きんしんぱい,,字,,数牌の筋の中心である、456のこと。,3,,
,筋心牌,,,,,,,
172,しゅうぱい,,字,,場に一枚以上見えている牌のこと。,3,,
,熟牌,,,,,,,
173,ちんまい,,字,,1人だけが原点より沈んでいること。,3,,
,沈埋,,,,,,,
174,てんいむほう,,字,,国士無双の別名。,3,,
,天衣無縫,,,,,,,
175,ぱいぴんかお,,字,,品格のある麻雀のこと。,3,,
,牌品高,,,,,,,
176,といぱい,,字,,自分の前にある牌山を少し前に出して、,3,,
,推牌,,,,他家が牌を取りやすくすること。,,,
177,とん,,字,,牌山の牌を数える際の単位。,3,,
,幢,,,,牌山の上下1枚ずつを1幢という。,,,
178,ぱいたー,,字,,麻雀におけるジョーカー牌。,3,,
,百搭,,,,日本麻雀ではあまり用いられない。,,,
179,ふーしーぱい,,字,,捨て牌のこと。,3,,
,浮屍牌,,,,,,,
180,うーふぁんふー、うーふぁんほー,,字,,何も役がつかない和了につく役。,3,,
,無番和,,,,,,,
181,とうちゃおはんちゃんしゅえ,,字,,白の裸単騎を満貫とした古役。,4,,https://www.weblio.jp/content/%E7%8B%AC%E9%87%A3%E5%AF%92%E6%B1%9F%E9%9B%AA
,独釣寒江雪,,,,暗槓が含まれている場合は認めない。,,,
182,しーあるらおたい,8,字,,ローカル役。4面子すべてを副露し、,4,,https://www.weblio.jp/content/%E5%8D%81%E4%BA%8C%E8%90%BD%E6%8A%AC
,十二落抬,,,,裸単騎で和了することで成立する役。,,,
183,いーそーさんぢぇがお,10,字,,中国麻雀の役。,4,,https://www.weblio.jp/content/%E4%B8%80%E8%89%B2%E4%B8%89%E7%AF%80%E9%AB%98
,一色三節高,,,,日本の麻雀における三連刻に相当する。,,,
184,いーそーしゅゎんろんふぃ,12,字,,中国麻雀の役。,4,,https://www.weblio.jp/content/%E4%B8%80%E8%89%B2%E5%8F%8C%E9%BE%8D%E4%BC%9A
,一色双龍会,,,,1種類の牌で老少副2組と5の雀頭を作る。,,,
185,ちゅぇんしゅゎんこ,9,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,全雙刻,,,,偶数の数牌のみで作られた碰碰和。,,,
186,ちゅぇんふぉんこ,8,字,,中国麻雀の役。,4,,https://www.weblio.jp/content/%E5%9C%88%E9%A2%A8%E5%88%BB
,圈風刻,,,,日本の飜牌に相当する。,,,
187,ちゅぇんだー,6,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,全大,,,,数牌の7・8・9のみで構成された手。,,,
188,づーはーろん,6,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,組合龍,,,,三種の数牌の147・258・369を含む手。,,,
189,みゃおしょーふぃちゅん,11,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,妙手回春,,,,日本の海底撈月に相当する。,,,
190,しゅゎんぢぇんこ,8,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,双箭刻,,,,三元牌の刻子を2つ含む手。,,,
191,ふーぢゅえぢゃん,8,字,,中国麻雀の役。場に既に3枚,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,和絶張,,,,晒されている牌であがった手。,,,
192,しーしゃんふぉん,8,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,喜相逢,,,,異色同数の順子2つを含む手。二色同順。,,,
193,ちゅぇいーめん,7,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,缺一門,,,,萬・筒・索子のうち1色を含まない手。,,,
194,だんでぃゃおぢゃん,9,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,単調将,,,,四面子一雀頭の形の単騎待ちの手。,,,
195,ちゅぇんちゅーれん,9,字,,中国麻雀の役。,4,,https://www.weblio.jp/wkpja/content/%E4%B8%AD%E5%9B%BD%E9%BA%BB%E9%9B%80_%E5%BD%B9
,全求人,,,,裸単騎でロンあがりした手。,,,
196,ちょんぼ,,字,,錯和に同じ。,4,,
,冲合,,,,,,,
197,ぽーほいぱーれんちゃん,11,字,,ローカル役。親の八連荘を阻止する,4,,
,破回八連荘,,,,上がりを、役満として扱うもの。,,,
198,はおぱいしぇんたー,9,字,,格言。手の内に残しておきたい牌を,4,,
,好牌先打,,,,早めに切ること。,,,
199,きゃんどんほー,7,字,,ローカル役。2種類の数牌で,4,,
,鏡同和,,,,同じ順子を作ると成立する役。,,,
200,しゃんろんちょんちゅ,10,字,,ローカル役。筒子を雀頭に、萬・索子で,4,,
,双竜争珠,,,,同じ数字の順子を2つ作ると成立する役。,,,
